IL_DepartureDate,DepartYear,DepartMonth,Day_of_Week_Departure,TotalDep,LegNumber,IL_DepartureStation,IL_ArrivalStation,InternationalDesc,LiftStatus,FlyThru,IsNTL,DepartureCountry,ArrivalCountry
05-31-26,2026,May,7,237,A0249,LHR,SYD,INT,Default,Yes,No,Thailand,Philippines
08-05-25,2025,August,2,202,A0427,SYD,PEN,INT,Default,No,No,Philippines,Malaysia
03-10-26,2026,March,2,211,A0083,JFK,PEN,INT,Default,No,No,Indonesia,Malaysia
03-04-25,2025,March,2,174,A0373,CGK,LHR,INT,NoShow,No,No,Indonesia,Thailand
02-10-25,2025,February,1,142,A0405,SIN,LHR,INT,Default,No,No,Singapore,Thailand
12-05-25,2025,December,5,221,A0255,JFK,BKI,INT,Boarded,Yes,No,Indonesia,Malaysia
06-09-26,2026,June,2,30,A0128,LHR,CGK,INT,Default,Yes,No,Thailand,Indonesia
10-27-25,2025,October,1,21,A0460,SIN,JFK,INT,Boarded,No,No,Singapore,Indonesia
04-05-26,2026,April,7,40,A0465,SIN,CGK,INT,Boarded,Yes,No,Singapore,Indonesia
01-29-26,2026,January,4,146,A0436,JFK,SIN,INT,NoShow,Yes,No,Indonesia,Singapore
12-19-25,2025,December,5,209,A0075,PEN,BKI,DOM,NoShow,No,No,Malaysia,Malaysia
03-04-26,2026,March,3,30,A0304,CGK,LHR,INT,Default,No,No,Indonesia,Thailand
05-11-25,2025,May,7,153,A0161,JFK,CGK,INT,CheckedIn,Yes,No,Indonesia,Indonesia
06-08-26,2026,June,1,80,A0399,KUL,LHR,INT,NoShow,No,No,Malaysia,Thailand
03-08-26,2026,March,7,129,A0268,BKI,BKK,INT,Boarded,Yes,No,Malaysia,Thailand
01-01-26,2026,January,4,1,A0270,KUL,SYD,INT,Boarded,No,No,Malaysia,Philippines
03-31-26,2026,March,2,32,A0185,BKK,JFK,INT,Boarded,No,No,Thailand,Indonesia
05-25-25,2025,May,7,112,A0303,SYD,KUL,INT,Boarded,No,No,Philippines,Malaysia
06-15-26,2026,June,1,46,A0232,CGK,SIN,INT,CheckedIn,No,No,Indonesia,Singapore
08-20-25,2025,August,3,123,A0043,LHR,PEN,INT,Default,Yes,No,Thailand,Malaysia
11-03-25,2025,November,1,50,A0476,SIN,BKI,INT,Boarded,No,No,Singapore,Malaysia
01-30-25,2025,January,4,90,A0468,JFK,BKI,INT,Default,Yes,No,Indonesia,Malaysia
04-02-25,2025,April,3,239,A0260,SYD,PEN,INT,Boarded,Yes,No,Philippines,Malaysia
10-17-25,2025,October,5,12,A0313,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
08-05-25,2025,August,2,187,A0313,BKK,LHR,INT,NoShow,No,No,Thailand,Thailand
09-02-25,2025,September,2,182,A0118,BKK,SYD,INT,NoShow,No,No,Thailand,Philippines
11-13-25,2025,November,4,56,A0334,BKK,SIN,INT,Default,No,No,Thailand,Singapore
01-07-25,2025,January,2,46,A0283,LHR,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
12-22-25,2025,December,1,141,A0140,KUL,LHR,INT,NoShow,Yes,No,Malaysia,Thailand
09-24-25,2025,September,3,92,A0253,KUL,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
04-07-26,2026,April,2,181,A0275,JFK,KUL,INT,Default,No,No,Indonesia,Malaysia
02-16-25,2025,February,7,98,A0108,SIN,KUL,INT,CheckedIn,No,No,Singapore,Malaysia
11-05-25,2025,November,3,116,A0192,SYD,CGK,INT,Boarded,Yes,No,Philippines,Indonesia
09-24-25,2025,September,3,126,A0212,BKK,KUL,INT,NoShow,No,Yes,Thailand,Malaysia
06-21-26,2026,June,7,5,A0362,LHR,BKI,INT,CheckedIn,No,No,Thailand,Malaysia
05-03-26,2026,May,7,169,A0426,KUL,SYD,INT,Boarded,No,No,Malaysia,Philippines
01-08-26,2026,January,4,18,A0250,KUL,LHR,INT,Default,No,No,Malaysia,Thailand
06-03-25,2025,June,2,120,A0374,SYD,KUL,INT,Default,No,No,Philippines,Malaysia
06-08-26,2026,June,1,109,A0030,SIN,BKK,INT,Boarded,No,No,Singapore,Thailand
02-09-25,2025,February,7,206,A0363,JFK,HND,INT,Default,Yes,No,Indonesia,Japan
05-02-25,2025,May,5,82,A0203,BKI,BKK,INT,NoShow,Yes,No,Malaysia,Thailand
04-19-25,2025,April,6,74,A0037,HND,SYD,INT,Boarded,No,No,Japan,Philippines
01-16-25,2025,January,4,170,A0078,PEN,BKK,INT,Boarded,No,No,Malaysia,Thailand
02-25-25,2025,February,2,82,A0116,CGK,LHR,INT,NoShow,No,No,Indonesia,Thailand
12-02-25,2025,December,2,48,A0188,HND,BKI,INT,CheckedIn,No,No,Japan,Malaysia
02-15-25,2025,February,6,201,A0083,JFK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
05-20-25,2025,May,2,168,A0059,SIN,HND,INT,CheckedIn,No,No,Singapore,Japan
03-20-25,2025,March,4,82,A0085,HND,BKK,INT,Boarded,No,No,Japan,Thailand
06-09-26,2026,June,2,107,A0337,JFK,SIN,INT,Boarded,No,No,Indonesia,Singapore
06-16-26,2026,June,2,230,A0214,LHR,BKI,INT,Default,No,Yes,Thailand,Malaysia
02-02-26,2026,February,1,205,A0253,KUL,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
05-05-26,2026,May,2,183,A0162,JFK,KUL,INT,CheckedIn,No,No,Indonesia,Malaysia
07-11-25,2025,July,5,77,A0181,LHR,SIN,INT,Boarded,No,No,Thailand,Singapore
01-05-25,2025,January,7,158,A0369,SIN,JFK,INT,CheckedIn,No,No,Singapore,Indonesia
09-19-25,2025,September,5,164,A0349,BKK,SIN,INT,Default,No,No,Thailand,Singapore
04-11-25,2025,April,5,99,A0129,HND,BKK,INT,Boarded,No,No,Japan,Thailand
05-31-26,2026,May,7,115,A0168,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
02-26-25,2025,February,3,238,A0486,SIN,LHR,INT,CheckedIn,No,No,Singapore,Thailand
11-30-25,2025,November,7,217,A0325,BKK,CGK,INT,CheckedIn,Yes,No,Thailand,Indonesia
02-09-25,2025,February,7,1,A0135,KUL,LHR,INT,Boarded,No,No,Malaysia,Thailand
01-27-25,2025,January,1,188,A0223,PEN,KUL,DOM,Default,Yes,No,Malaysia,Malaysia
07-25-25,2025,July,5,127,A0073,BKI,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
11-11-25,2025,November,2,144,A0220,PEN,HND,INT,Default,No,No,Malaysia,Japan
03-20-26,2026,March,5,18,A0027,PEN,LHR,INT,Default,No,No,Malaysia,Thailand
06-13-26,2026,June,6,26,A0289,LHR,CGK,INT,Boarded,No,No,Thailand,Indonesia
03-13-25,2025,March,4,11,A0281,BKK,KUL,INT,Boarded,Yes,No,Thailand,Malaysia
12-11-25,2025,December,4,188,A0186,PEN,CGK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
08-21-25,2025,August,4,216,A0010,BKI,BKK,INT,CheckedIn,Yes,No,Malaysia,Thailand
05-21-25,2025,May,3,83,A0194,SIN,BKI,INT,Boarded,No,No,Singapore,Malaysia
01-23-26,2026,January,5,167,A0075,PEN,BKI,DOM,NoShow,Yes,No,Malaysia,Malaysia
02-07-26,2026,February,6,196,A0047,SYD,CGK,INT,Boarded,No,No,Philippines,Indonesia
03-22-26,2026,March,7,187,A0228,JFK,SYD,INT,CheckedIn,Yes,Yes,Indonesia,Philippines
06-14-25,2025,June,6,176,A0192,SYD,CGK,INT,Default,No,No,Philippines,Indonesia
09-22-25,2025,September,1,176,A0485,PEN,BKI,DOM,NoShow,Yes,No,Malaysia,Malaysia
03-21-25,2025,March,5,68,A0248,SYD,BKK,INT,Default,No,No,Philippines,Thailand
01-19-25,2025,January,7,97,A0068,JFK,KUL,INT,Default,No,No,Indonesia,Malaysia
04-24-26,2026,April,5,160,A0270,KUL,SYD,INT,CheckedIn,Yes,No,Malaysia,Philippines
11-28-25,2025,November,5,162,A0139,BKK,SIN,INT,Default,No,No,Thailand,Singapore
06-29-25,2025,June,7,177,A0480,BKI,SYD,INT,NoShow,No,No,Malaysia,Philippines
06-07-26,2026,June,7,195,A0187,LHR,SYD,INT,NoShow,No,No,Thailand,Philippines
07-30-25,2025,July,3,21,A0490,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
06-02-26,2026,June,2,118,A0356,PEN,KUL,DOM,CheckedIn,No,No,Malaysia,Malaysia
08-06-25,2025,August,3,170,A0436,JFK,SIN,INT,Boarded,No,Yes,Indonesia,Singapore
07-19-25,2025,July,6,22,A0276,LHR,PEN,INT,Boarded,No,No,Thailand,Malaysia
06-03-25,2025,June,2,232,A0344,BKI,JFK,INT,NoShow,No,Yes,Malaysia,Indonesia
01-25-26,2026,January,7,150,A0436,JFK,SIN,INT,Boarded,No,No,Indonesia,Singapore
04-25-26,2026,April,6,153,A0065,SYD,HND,INT,NoShow,No,No,Philippines,Japan
10-13-25,2025,October,1,83,A0068,JFK,KUL,INT,Default,No,No,Indonesia,Malaysia
07-08-25,2025,July,2,158,A0443,BKI,SYD,INT,Boarded,No,No,Malaysia,Philippines
04-19-25,2025,April,6,200,A0200,SYD,BKK,INT,Boarded,No,No,Philippines,Thailand
02-25-26,2026,February,3,189,A0223,PEN,KUL,DOM,NoShow,No,No,Malaysia,Malaysia
02-17-26,2026,February,2,68,A0294,CGK,HND,INT,CheckedIn,No,No,Indonesia,Japan
07-07-25,2025,July,1,38,A0261,KUL,JFK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
04-03-25,2025,April,4,166,A0433,BKK,PEN,INT,CheckedIn,No,No,Thailand,Malaysia
04-03-26,2026,April,5,108,A0441,SYD,BKI,INT,Default,No,No,Philippines,Malaysia
08-20-25,2025,August,3,7,A0230,HND,KUL,INT,Default,No,No,Japan,Malaysia
04-07-25,2025,April,1,172,A0065,SYD,HND,INT,Default,No,No,Philippines,Japan
07-04-25,2025,July,5,67,A0435,LHR,CGK,INT,Boarded,No,No,Thailand,Indonesia
04-14-26,2026,April,2,74,A0016,CGK,KUL,INT,CheckedIn,Yes,No,Indonesia,Malaysia
01-28-25,2025,January,2,36,A0351,PEN,BKI,DOM,Boarded,No,No,Malaysia,Malaysia
03-30-26,2026,March,1,37,A0464,HND,BKI,INT,CheckedIn,No,No,Japan,Malaysia
10-02-25,2025,October,4,11,A0354,CGK,BKK,INT,NoShow,No,No,Indonesia,Thailand
10-12-25,2025,October,7,230,A0355,LHR,SYD,INT,Boarded,No,No,Thailand,Philippines
04-30-26,2026,April,4,59,A0099,SYD,JFK,INT,NoShow,No,No,Philippines,Indonesia
05-01-26,2026,May,5,53,A0109,SIN,SYD,INT,Boarded,No,No,Singapore,Philippines
03-16-25,2025,March,7,226,A0387,JFK,KUL,INT,Boarded,No,No,Indonesia,Malaysia
09-13-25,2025,September,6,142,A0313,BKK,LHR,INT,Boarded,No,No,Thailand,Thailand
08-05-25,2025,August,2,96,A0004,HND,JFK,INT,Default,No,No,Japan,Indonesia
02-10-25,2025,February,1,83,A0358,LHR,KUL,INT,NoShow,Yes,No,Thailand,Malaysia
11-12-25,2025,November,3,104,A0183,SYD,PEN,INT,Default,Yes,No,Philippines,Malaysia
02-22-26,2026,February,7,221,A0212,BKK,KUL,INT,CheckedIn,No,No,Thailand,Malaysia
09-17-25,2025,September,3,90,A0165,LHR,SYD,INT,Boarded,No,No,Thailand,Philippines
05-06-25,2025,May,2,38,A0377,KUL,SYD,INT,Boarded,No,No,Malaysia,Philippines
03-04-25,2025,March,2,21,A0346,BKI,JFK,INT,Boarded,No,No,Malaysia,Indonesia
02-16-25,2025,February,7,141,A0330,CGK,BKI,INT,Default,No,No,Indonesia,Malaysia
11-02-25,2025,November,7,149,A0153,JFK,CGK,INT,CheckedIn,No,No,Indonesia,Indonesia
05-29-26,2026,May,5,204,A0155,CGK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
04-17-26,2026,April,5,135,A0429,HND,SIN,INT,Default,Yes,No,Japan,Singapore
06-13-25,2025,June,5,93,A0020,KUL,JFK,INT,NoShow,Yes,No,Malaysia,Indonesia
01-01-26,2026,January,4,206,A0041,CGK,SYD,INT,NoShow,No,Yes,Indonesia,Philippines
06-14-26,2026,June,7,170,A0339,KUL,LHR,INT,CheckedIn,Yes,No,Malaysia,Thailand
12-02-25,2025,December,2,103,A0012,BKI,LHR,INT,NoShow,Yes,No,Malaysia,Thailand
03-16-25,2025,March,7,63,A0454,HND,LHR,INT,Boarded,No,No,Japan,Thailand
04-29-25,2025,April,2,14,A0197,SIN,PEN,INT,CheckedIn,No,No,Singapore,Malaysia
09-09-25,2025,September,2,93,A0366,SIN,HND,INT,Default,No,No,Singapore,Japan
09-07-25,2025,September,7,6,A0267,CGK,JFK,INT,Boarded,Yes,No,Indonesia,Indonesia
05-21-25,2025,May,3,174,A0216,PEN,KUL,DOM,Default,Yes,No,Malaysia,Malaysia
11-10-25,2025,November,1,51,A0327,HND,KUL,INT,Default,No,No,Japan,Malaysia
07-27-25,2025,July,7,3,A0493,LHR,BKI,INT,NoShow,No,No,Thailand,Malaysia
01-28-25,2025,January,2,95,A0499,PEN,LHR,INT,Default,No,No,Malaysia,Thailand
04-01-26,2026,April,3,85,A0049,CGK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
01-12-26,2026,January,1,120,A0018,BKK,JFK,INT,NoShow,Yes,No,Thailand,Indonesia
04-24-26,2026,April,5,89,A0288,CGK,KUL,INT,CheckedIn,Yes,No,Indonesia,Malaysia
11-24-25,2025,November,1,156,A0364,KUL,SIN,INT,Boarded,Yes,No,Malaysia,Singapore
07-21-25,2025,July,1,181,A0497,JFK,HND,INT,Boarded,No,No,Indonesia,Japan
06-29-26,2026,June,1,224,A0362,LHR,BKI,INT,Boarded,No,No,Thailand,Malaysia
04-11-25,2025,April,5,236,A0241,BKI,CGK,INT,CheckedIn,Yes,No,Malaysia,Indonesia
01-01-25,2025,January,3,139,A0379,LHR,BKK,INT,Default,No,No,Thailand,Thailand
05-21-25,2025,May,3,131,A0120,SIN,PEN,INT,Default,Yes,No,Singapore,Malaysia
04-05-26,2026,April,7,27,A0351,PEN,BKI,DOM,Boarded,No,No,Malaysia,Malaysia
04-27-26,2026,April,1,46,A0257,LHR,CGK,INT,CheckedIn,No,No,Thailand,Indonesia
03-24-26,2026,March,2,209,A0168,BKK,LHR,INT,CheckedIn,No,No,Thailand,Thailand
05-20-25,2025,May,2,229,A0334,BKK,SIN,INT,CheckedIn,No,No,Thailand,Singapore
07-25-25,2025,July,5,91,A0208,PEN,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
11-29-25,2025,November,6,159,A0208,PEN,SYD,INT,Default,Yes,Yes,Malaysia,Philippines
01-10-26,2026,January,6,177,A0479,HND,CGK,INT,CheckedIn,Yes,No,Japan,Indonesia
03-22-25,2025,March,6,54,A0348,BKI,LHR,INT,Boarded,No,No,Malaysia,Thailand
05-13-25,2025,May,2,203,A0234,CGK,SIN,INT,NoShow,Yes,No,Indonesia,Singapore
11-03-25,2025,November,1,151,A0401,SIN,BKI,INT,Default,No,No,Singapore,Malaysia
02-14-26,2026,February,6,99,A0045,HND,CGK,INT,CheckedIn,No,No,Japan,Indonesia
05-20-25,2025,May,2,141,A0294,CGK,HND,INT,NoShow,No,No,Indonesia,Japan
02-01-26,2026,February,7,205,A0255,JFK,BKI,INT,Default,Yes,No,Indonesia,Malaysia
08-14-25,2025,August,4,198,A0179,BKI,BKK,INT,CheckedIn,Yes,No,Malaysia,Thailand
01-21-25,2025,January,2,232,A0433,BKK,PEN,INT,Boarded,No,No,Thailand,Malaysia
02-12-26,2026,February,4,31,A0322,SIN,BKI,INT,NoShow,No,No,Singapore,Malaysia
12-31-25,2025,December,3,10,A0385,BKK,CGK,INT,NoShow,No,No,Thailand,Indonesia
12-26-25,2025,December,5,235,A0305,KUL,PEN,DOM,Default,Yes,No,Malaysia,Malaysia
07-06-25,2025,July,7,129,A0291,BKK,SIN,INT,CheckedIn,No,No,Thailand,Singapore
02-12-25,2025,February,3,69,A0038,PEN,BKK,INT,Boarded,No,No,Malaysia,Thailand
05-10-26,2026,May,7,108,A0138,LHR,KUL,INT,NoShow,No,No,Thailand,Malaysia
11-30-25,2025,November,7,172,A0113,BKI,KUL,DOM,Boarded,No,No,Malaysia,Malaysia
02-11-25,2025,February,2,175,A0035,SIN,CGK,INT,CheckedIn,No,No,Singapore,Indonesia
03-21-25,2025,March,5,58,A0259,BKI,HND,INT,Default,Yes,No,Malaysia,Japan
04-16-25,2025,April,3,164,A0450,BKI,PEN,DOM,Boarded,No,No,Malaysia,Malaysia
11-09-25,2025,November,7,50,A0469,PEN,KUL,DOM,Boarded,Yes,No,Malaysia,Malaysia
06-04-25,2025,June,3,161,A0144,LHR,JFK,INT,CheckedIn,No,No,Thailand,Indonesia
08-22-25,2025,August,5,38,A0025,PEN,SIN,INT,CheckedIn,No,No,Malaysia,Singapore
12-08-25,2025,December,1,68,A0367,JFK,SYD,INT,CheckedIn,Yes,No,Indonesia,Philippines
02-14-25,2025,February,5,120,A0383,JFK,SYD,INT,CheckedIn,No,No,Indonesia,Philippines
06-11-26,2026,June,4,53,A0340,CGK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
09-08-25,2025,September,1,206,A0049,CGK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
03-21-25,2025,March,5,217,A0006,HND,PEN,INT,NoShow,Yes,No,Japan,Malaysia
03-05-26,2026,March,4,68,A0067,SYD,BKK,INT,NoShow,No,No,Philippines,Thailand
12-16-25,2025,December,2,101,A0308,JFK,BKI,INT,Boarded,No,No,Indonesia,Malaysia
05-27-25,2025,May,2,190,A0164,CGK,SYD,INT,CheckedIn,No,No,Indonesia,Philippines
06-04-25,2025,June,3,52,A0322,SIN,BKI,INT,Default,No,No,Singapore,Malaysia
12-24-25,2025,December,3,234,A0460,SIN,JFK,INT,Default,No,No,Singapore,Indonesia
05-05-26,2026,May,2,234,A0158,LHR,CGK,INT,NoShow,Yes,No,Thailand,Indonesia
02-17-26,2026,February,2,234,A0183,SYD,PEN,INT,Default,No,No,Philippines,Malaysia
05-17-25,2025,May,6,232,A0328,CGK,PEN,INT,Boarded,No,No,Indonesia,Malaysia
04-02-26,2026,April,4,70,A0460,SIN,JFK,INT,NoShow,No,No,Singapore,Indonesia
09-08-25,2025,September,1,192,A0384,CGK,BKI,INT,CheckedIn,No,No,Indonesia,Malaysia
03-28-26,2026,March,6,27,A0373,CGK,LHR,INT,CheckedIn,Yes,No,Indonesia,Thailand
11-08-25,2025,November,6,138,A0452,CGK,SIN,INT,CheckedIn,No,No,Indonesia,Singapore
01-07-26,2026,January,3,8,A0077,HND,KUL,INT,Default,Yes,No,Japan,Malaysia
11-06-25,2025,November,4,50,A0056,SIN,LHR,INT,Boarded,No,No,Singapore,Thailand
02-01-26,2026,February,7,13,A0142,KUL,BKK,INT,Boarded,No,Yes,Malaysia,Thailand
01-24-26,2026,January,6,213,A0313,BKK,LHR,INT,Default,No,No,Thailand,Thailand
06-05-26,2026,June,5,240,A0279,BKK,LHR,INT,Default,No,No,Thailand,Thailand
02-24-25,2025,February,1,172,A0153,JFK,CGK,INT,Boarded,No,No,Indonesia,Indonesia
07-17-25,2025,July,4,183,A0263,BKI,CGK,INT,NoShow,Yes,No,Malaysia,Indonesia
05-10-26,2026,May,7,171,A0452,CGK,SIN,INT,Boarded,No,No,Indonesia,Singapore
01-16-25,2025,January,4,226,A0047,SYD,CGK,INT,NoShow,No,No,Philippines,Indonesia
05-04-26,2026,May,1,240,A0084,BKK,LHR,INT,Default,No,No,Thailand,Thailand
01-16-26,2026,January,5,167,A0347,SIN,PEN,INT,Default,No,No,Singapore,Malaysia
11-18-25,2025,November,2,70,A0201,CGK,KUL,INT,Default,Yes,No,Indonesia,Malaysia
04-20-26,2026,April,1,201,A0288,CGK,KUL,INT,Boarded,No,No,Indonesia,Malaysia
02-02-25,2025,February,7,205,A0032,SYD,HND,INT,Default,No,No,Philippines,Japan
01-05-26,2026,January,1,231,A0271,BKI,SYD,INT,Boarded,Yes,No,Malaysia,Philippines
09-21-25,2025,September,7,41,A0356,PEN,KUL,DOM,Boarded,No,No,Malaysia,Malaysia
12-19-25,2025,December,5,83,A0273,BKK,KUL,INT,CheckedIn,Yes,Yes,Thailand,Malaysia
01-10-25,2025,January,5,146,A0105,SIN,SYD,INT,NoShow,No,No,Singapore,Philippines
04-24-26,2026,April,5,56,A0082,PEN,KUL,DOM,Boarded,No,No,Malaysia,Malaysia
07-08-25,2025,July,2,43,A0317,LHR,PEN,INT,Default,No,No,Thailand,Malaysia
10-09-25,2025,October,4,126,A0457,LHR,KUL,INT,NoShow,Yes,No,Thailand,Malaysia
03-25-26,2026,March,3,240,A0044,JFK,LHR,INT,Boarded,No,No,Indonesia,Thailand
08-17-25,2025,August,7,134,A0116,CGK,LHR,INT,CheckedIn,No,No,Indonesia,Thailand
05-16-26,2026,May,6,94,A0263,BKI,CGK,INT,Default,No,No,Malaysia,Indonesia
04-04-25,2025,April,5,36,A0418,SIN,BKK,INT,NoShow,Yes,No,Singapore,Thailand
12-23-25,2025,December,2,57,A0434,BKK,LHR,INT,NoShow,No,No,Thailand,Thailand
06-07-26,2026,June,7,192,A0006,HND,PEN,INT,Boarded,Yes,Yes,Japan,Malaysia
11-04-25,2025,November,2,178,A0301,SYD,JFK,INT,Default,No,No,Philippines,Indonesia
05-26-25,2025,May,1,18,A0046,BKI,PEN,DOM,CheckedIn,Yes,No,Malaysia,Malaysia
03-30-25,2025,March,7,82,A0222,JFK,LHR,INT,Boarded,No,No,Indonesia,Thailand
12-29-25,2025,December,1,186,A0049,CGK,PEN,INT,Default,No,No,Indonesia,Malaysia
06-30-26,2026,June,2,160,A0476,SIN,BKI,INT,NoShow,No,No,Singapore,Malaysia
05-15-26,2026,May,5,216,A0034,HND,PEN,INT,Default,Yes,No,Japan,Malaysia
01-02-26,2026,January,5,151,A0171,KUL,CGK,INT,Boarded,No,No,Malaysia,Indonesia
04-18-25,2025,April,5,22,A0007,LHR,KUL,INT,NoShow,No,Yes,Thailand,Malaysia
03-18-25,2025,March,2,189,A0222,JFK,LHR,INT,Boarded,No,No,Indonesia,Thailand
10-05-25,2025,October,7,45,A0356,PEN,KUL,DOM,NoShow,No,No,Malaysia,Malaysia
07-03-25,2025,July,4,95,A0483,BKK,JFK,INT,Boarded,No,No,Thailand,Indonesia
10-05-25,2025,October,7,237,A0164,CGK,SYD,INT,NoShow,No,No,Indonesia,Philippines
05-06-26,2026,May,3,71,A0110,HND,CGK,INT,CheckedIn,Yes,No,Japan,Indonesia
02-05-26,2026,February,4,57,A0182,BKI,PEN,DOM,Default,No,No,Malaysia,Malaysia
06-21-26,2026,June,7,32,A0151,JFK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
09-08-25,2025,September,1,157,A0483,BKK,JFK,INT,NoShow,No,No,Thailand,Indonesia
02-25-26,2026,February,3,11,A0479,HND,CGK,INT,Boarded,Yes,No,Japan,Indonesia
03-24-25,2025,March,1,205,A0327,HND,KUL,INT,CheckedIn,Yes,No,Japan,Malaysia
12-08-25,2025,December,1,168,A0270,KUL,SYD,INT,Boarded,Yes,No,Malaysia,Philippines
02-27-25,2025,February,4,217,A0491,KUL,LHR,INT,NoShow,No,No,Malaysia,Thailand
05-27-25,2025,May,2,4,A0395,JFK,BKK,INT,Default,Yes,Yes,Indonesia,Thailand
01-28-26,2026,January,3,187,A0074,SYD,LHR,INT,Boarded,No,No,Philippines,Thailand
12-31-25,2025,December,3,202,A0182,BKI,PEN,DOM,Boarded,No,No,Malaysia,Malaysia
04-01-25,2025,April,2,221,A0454,HND,LHR,INT,Default,No,No,Japan,Thailand
05-02-26,2026,May,6,29,A0108,SIN,KUL,INT,NoShow,No,No,Singapore,Malaysia
05-20-25,2025,May,2,206,A0298,KUL,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
06-08-26,2026,June,1,217,A0215,SIN,CGK,INT,CheckedIn,No,Yes,Singapore,Indonesia
05-25-26,2026,May,1,148,A0149,PEN,HND,INT,CheckedIn,No,No,Malaysia,Japan
02-07-26,2026,February,6,6,A0433,BKK,PEN,INT,Boarded,No,No,Thailand,Malaysia
05-02-25,2025,May,5,217,A0029,BKI,HND,INT,Default,Yes,No,Malaysia,Japan
08-06-25,2025,August,3,86,A0088,BKI,HND,INT,CheckedIn,No,No,Malaysia,Japan
05-16-26,2026,May,6,205,A0475,KUL,PEN,DOM,NoShow,No,No,Malaysia,Malaysia
05-28-25,2025,May,3,73,A0369,SIN,JFK,INT,Default,Yes,No,Singapore,Indonesia
06-13-25,2025,June,5,3,A0428,HND,SIN,INT,CheckedIn,Yes,No,Japan,Singapore
03-30-25,2025,March,7,190,A0167,HND,BKI,INT,NoShow,No,No,Japan,Malaysia
02-24-26,2026,February,2,67,A0222,JFK,LHR,INT,NoShow,No,No,Indonesia,Thailand
08-22-25,2025,August,5,89,A0098,LHR,KUL,INT,Default,No,No,Thailand,Malaysia
07-21-25,2025,July,1,223,A0298,KUL,SYD,INT,CheckedIn,No,No,Malaysia,Philippines
01-09-26,2026,January,5,222,A0129,HND,BKK,INT,NoShow,Yes,No,Japan,Thailand
04-01-26,2026,April,3,177,A0197,SIN,PEN,INT,NoShow,Yes,No,Singapore,Malaysia
12-28-25,2025,December,7,149,A0407,HND,JFK,INT,Default,No,No,Japan,Indonesia
12-14-25,2025,December,7,56,A0453,BKK,CGK,INT,NoShow,No,No,Thailand,Indonesia
06-18-25,2025,June,3,113,A0383,JFK,SYD,INT,Default,No,No,Indonesia,Philippines
04-22-25,2025,April,2,93,A0018,BKK,JFK,INT,CheckedIn,No,No,Thailand,Indonesia
01-13-25,2025,January,1,166,A0164,CGK,SYD,INT,NoShow,No,No,Indonesia,Philippines
04-03-26,2026,April,5,133,A0379,LHR,BKK,INT,CheckedIn,Yes,No,Thailand,Thailand
05-14-25,2025,May,3,220,A0184,JFK,PEN,INT,CheckedIn,No,No,Indonesia,Malaysia
06-01-25,2025,June,7,207,A0036,PEN,HND,INT,CheckedIn,No,No,Malaysia,Japan
05-23-26,2026,May,6,2,A0051,PEN,BKI,DOM,Boarded,No,No,Malaysia,Malaysia
08-02-25,2025,August,6,179,A0192,SYD,CGK,INT,Default,No,No,Philippines,Indonesia
10-30-25,2025,October,4,192,A0464,HND,BKI,INT,CheckedIn,Yes,No,Japan,Malaysia
05-21-25,2025,May,3,100,A0283,LHR,KUL,INT,NoShow,Yes,No,Thailand,Malaysia
03-20-25,2025,March,4,212,A0337,JFK,SIN,INT,Boarded,No,No,Indonesia,Singapore
04-14-25,2025,April,1,104,A0388,SIN,BKK,INT,NoShow,No,No,Singapore,Thailand
05-10-26,2026,May,7,104,A0222,JFK,LHR,INT,CheckedIn,Yes,Yes,Indonesia,Thailand
10-25-25,2025,October,6,106,A0378,CGK,BKI,INT,NoShow,No,No,Indonesia,Malaysia
06-19-25,2025,June,4,81,A0496,SIN,CGK,INT,NoShow,No,No,Singapore,Indonesia
05-08-25,2025,May,4,216,A0258,PEN,BKI,DOM,Boarded,Yes,No,Malaysia,Malaysia
01-19-25,2025,January,7,165,A0339,KUL,LHR,INT,NoShow,Yes,No,Malaysia,Thailand
06-02-26,2026,June,2,226,A0394,CGK,SYD,INT,Boarded,No,No,Indonesia,Philippines
03-10-26,2026,March,2,117,A0356,PEN,KUL,DOM,NoShow,No,No,Malaysia,Malaysia
05-28-25,2025,May,3,92,A0316,KUL,PEN,DOM,Default,No,No,Malaysia,Malaysia
06-02-26,2026,June,2,83,A0250,KUL,LHR,INT,Boarded,No,No,Malaysia,Thailand
